1,436737.74,1284189.87,191.94
3,436646.5,1284308.63,192.75
2,436690.46,1284286.64,189.46
7,436729.73,1284265.08,192.61
8,436738.59,1284264.94,192.17
9,436747.74,1284266.08,192.34
10,436752.73,1284265.47,191.97
11,436760.11,1284271.86,192.46
12,436757.71,1284271.12,192.22
13,436764.65,1284269.36,192.48
14,436766.57,1284249.46,192.52
15,436769.38,1284230.97,192.64
16,436773.46,1284216.25,192.28
17,436773.61,1284194.91,191.49
18,436773.79,1284188.34,191.38
19,436773.79,1284188.34,191.38
20,436769.14,1284191.65,188.61
21,436769.61,1284201.59,188.47
22,436765.13,1284222.06,187.44
23,436760.32,1284244.42,186.16
24,436760.55,1284256.96,185.89
25,436760.76,1284261.89,185.89
26,436758.03,1284262.49,185.94
27,436740.71,1284259.19,186.0
28,436737.06,1284258.6,186.06
29,436726.79,1284259.24,186.18
30,436718.18,1284263.97,186.28
31,436722.97,1284258.46,185.31
32,436734.8,1284252.35,184.69
33,436743.55,1284247.82,184.96
34,436749.44,1284247.02,185.8
35,436737.64,1284252.61,185.61
36,436726.52,1284257.07,186.04
37,436747.73,1284238.43,185.63
38,436744.14,1284238.33,185.31
39,436742.2,1284232.78,183.36
40,436737.89,1284235.78,183.23
41,436744.12,1284224.21,182.34
42,436744.36,1284218.17,181.93
43,436746.56,1284209.54,182.48
44,436750.87,1284229.89,185.33
45,436750.96,1284231.84,186.34
46,436752.66,1284214.12,185.41
47,436755.74,1284213.69,187.77
48,436757.07,1284205.11,188.1
49,436753.51,1284204.34,185.35
50,436754.3,1284195.57,185.44
51,436758.71,1284194.38,188.61
52,436752.1,1284189.54,188.65
53,436750.62,1284182.85,191.98
54,436746.2,1284187.38,191.9
55,436740.7,1284190.09,191.81
56,436735.5,1284192.15,191.8
57,436723.96,1284197.61,191.94
58,436720.02,1284204.25,191.96
59,436715.87,1284209.31,192.11
60,436741.5,1284233.74,182.97
61,436727.71,1284241.48,182.05
62,436719.31,1284246.42,183.86
63,436711.16,1284252.99,184.82
64,436698.47,1284256.3,184.58
65,436693.58,1284251.25,185.04
66,436694.36,1284241.15,184.17
67,436697.62,1284234.59,184.3
68,436744.8,1284217.65,181.87
69,436746.52,1284209.99,181.87
70,436748.37,1284172.59,191.25
71,436754.97,1284173.04,190.39
72,436757.04,1284180.38,189.67
73,436763.93,1284174.57,189.94
74,436767.32,1284171.67,190.96
75,436760.22,1284162.38,190.63
76,436755.02,1284182.89,189.59
77,436713.95,1284210.14,192.14
78,436701.97,1284215.04,191.81
79,436690.35,1284215.6,191.5
80,436669.84,1284212.89,191.01
81,436709.66,1284199.01,191.6
82,436735.73,1284175.42,191.3
83,436738.83,1284231.13,179.49
84,436739.91,1284223.91,178.5
85,436732.02,1284228.79,178.89
86,436733.05,1284231.7,179.45
87,436725.09,1284236.67,178.78
88,436728.05,1284242.03,182.12
89,436731.0,1284243.16,184.68
90,436733.13,1284239.79,183.8
91,436735.74,1284236.51,183.48
92,436722.83,1284246.32,184.96
93,436718.32,1284238.48,178.75
94,436710.91,1284242.65,179.35
95,436701.66,1284247.05,179.39
96,436700.07,1284241.71,179.76
97,436703.19,1284234.34,179.85
98,436711.35,1284228.32,179.34
99,436722.68,1284218.71,178.23
100,436730.84,1284212.25,178.05
101,436742.72,1284210.71,178.45
102,436733.06,1284217.99,178.33
103,436721.31,1284228.85,178.3
104,436706.55,1284237.98,179.45
105,436726.92,1284260.38,186.36
106,436690.77,1284242.48,184.09
107,436689.59,1284242.83,185.63
108,436694.42,1284243.18,184.27
109,436693.73,1284244.19,184.99
110,436691.36,1284254.29,185.79
111,436696.29,1284264.37,185.79
112,436697.93,1284269.19,185.73
113,436711.71,1284260.86,185.9
114,436699.79,1284270.91,186.98
115,436692.85,1284270.19,188.74
116,436688.87,1284258.31,188.96
117,436688.4,1284246.26,188.8
118,436687.43,1284239.52,188.4
119,436699.35,1284288.3,187.09
120,436716.99,1284246.94,183.69
121,436671.06,1284221.05,191.49
122,436674.35,1284224.65,191.58
123,436675.47,1284227.91,191.73
128,436749.6,1284194.65,185.24
129,436744.61,1284195.74,185.29
130,436745.01,1284192.41,188.57
131,436736.35,1284197.22,187.86
132,436730.06,1284199.06,187.99
133,436724.1,1284207.29,187.97
134,436706.62,1284217.38,188.61
135,436700.87,1284218.32,189.15
136,436694.05,1284225.63,189.78
137,436692.63,1284229.12,188.66
138,436686.85,1284228.03,189.2
139,436683.98,1284223.14,190.1
140,436691.63,1284225.74,189.88
141,436708.24,1284221.92,184.15
142,436710.91,1284219.92,184.26
143,436714.29,1284216.91,183.73
144,436716.87,1284216.14,182.73
145,436725.63,1284210.04,182.22
146,436739.15,1284199.3,181.5
147,436748.53,1284203.21,181.68
148,436748.5,1284203.58,183.03
149,436746.47,1284200.2,182.71
150,436743.02,1284198.7,182.46
151,436742.8,1284202.09,178.58
152,436735.83,1284205.74,178.04
153,436702.0,1284221.68,185.02
154,436725.72,1284261.36,186.49
155,436727.74,1284262.77,189.75
156,436729.3,1284262.68,190.16
157,436745.34,1284291.95,190.26
158,436729.46,1284264.82,192.44
159,436732.29,1284278.23,192.29
160,436731.59,1284278.38,189.7
161,436727.92,1284279.25,189.55
162,436726.56,1284279.37,186.8
163,436735.07,1284290.31,191.93
164,436734.22,1284292.22,189.19
165,436727.74,1284294.1,189.2
166,436743.08,1284295.97,189.66
167,436745.77,1284292.69,192.05
168,436745.15,1284301.64,192.0
169,436740.83,1284300.38,189.81
170,436724.86,1284306.29,192.12
171,436723.43,1284304.73,189.6
172,436707.73,1284310.28,192.18
173,436708.11,1284309.2,189.28
174,436694.91,1284311.32,189.31
175,436691.13,1284310.08,189.25
176,436689.41,1284314.25,192.18
177,436685.71,1284304.15,191.53
178,436684.43,1284300.86,191.37
179,436680.57,1284299.33,191.48
180,436687.4,1284300.68,189.32
181,436682.76,1284295.58,189.8
182,436674.39,1284298.58,191.12
183,436679.36,1284287.64,189.74
184,436671.26,1284291.62,190.95
185,436667.83,1284281.67,190.91
186,436679.33,1284283.01,189.55
187,436670.01,1284276.88,189.35
188,436669.29,1284275.95,190.92
189,436668.4,1284269.55,191.2
190,436666.61,1284260.02,191.19
191,436668.02,1284244.55,191.65
192,436671.24,1284231.66,191.86
193,436675.27,1284229.08,191.54
194,436676.43,1284235.4,189.05
195,436677.07,1284227.92,190.03
196,436683.12,1284240.54,188.49
197,436673.32,1284239.36,189.0
198,436669.84,1284242.19,188.98
199,436669.37,1284254.18,188.95
200,436667.09,1284258.35,188.74
201,436669.19,1284269.05,188.8
202,436690.74,1284231.66,188.66
203,436688.48,1284234.63,188.68
204,436687.74,1284240.47,188.62
205,436688.59,1284246.72,188.79
206,436689.9,1284252.73,188.89
207,436688.69,1284259.12,188.88
208,436690.64,1284264.62,188.94
209,436692.01,1284266.6,189.03
210,436692.93,1284270.69,188.74
211,436694.49,1284272.65,187.85
212,436699.09,1284271.88,187.15
213,436703.74,1284268.69,186.75
214,436689.97,1284278.58,188.94
215,436690.19,1284283.88,189.22
216,436699.06,1284279.23,187.41
217,436694.14,1284282.24,188.42
218,436692.59,1284285.82,189.31
219,436694.92,1284288.15,189.32
220,436700.54,1284288.54,189.35
221,436716.34,1284291.56,189.25
222,436717.95,1284299.47,189.36
223,436708.74,1284280.86,186.49
224,436720.55,1284255.41,185.12
225,436694.84,1284294.35,189.35
226,436681.77,1284277.68,189.27
227,436681.5,1284260.46,188.84
228,436746.6,1284296.51,192.21
229,436695.22,1284282.18,187.13
230,436699.28,1284288.11,187.06
231,436727.34,1284292.38,186.79
232,436664.93,1284218.01,191.12
233,436671.39,1284221.97,191.58
234,436673.19,1284220.02,190.37
235,436675.19,1284224.0,190.5
236,436673.95,1284225.26,191.59
237,436681.33,1284215.64,190.57
238,436687.18,1284216.75,190.23
239,436693.49,1284217.09,189.9
240,436701.03,1284217.64,189.44
241,436693.98,1284225.45,189.8
242,436693.57,1284227.59,188.75
243,436670.0,1284297.84,192.15
244,436670.93,1284296.99,191.19
245,436674.21,1284300.18,191.2
246,436673.18,1284300.95,192.28
247,436673.01,1284300.67,191.86
248,436677.44,1284303.08,191.56
249,436679.73,1284309.24,191.55
250,436677.64,1284310.12,192.33
251,436681.67,1284315.94,191.62
252,436663.19,1284292.31,192.03
253,436668.93,1284291.12,191.25
254,436660.3,1284283.95,191.94
255,436659.92,1284282.68,191.07
256,436649.61,1284283.16,191.77
257,436649.93,1284284.85,192.06
258,436652.91,1284270.46,191.67
259,436654.95,1284273.7,191.19
260,436667.28,1284268.3,191.63
261,436667.7,1284272.8,190.98
262,436657.48,1284278.09,191.0
269,436607.86,1284478.65,190.13
267,436562.12,1284505.34,189.77
